clip_id,source,model,profile,prompt_id,pattern,register,technique,analysis_tier,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,seed,base_seed,noise_group,replicate,w_tech,w_cc,sampling_steps,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,status
leap_mid-rep02__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,776862462066941249,20260826,leap_mid-rep02,2,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep02__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep02__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep03__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,390391478077538168,20260826,leap_mid-rep03,3,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep03__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep03__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep04__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,5802396823081732346,20260826,leap_mid-rep04,4,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep04__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep04__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep05__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,2404699414586191264,20260826,leap_mid-rep05,5,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep05__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep05__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep06__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,3796454776782503957,20260826,leap_mid-rep06,6,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep06__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep06__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep07__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,6444367608748891116,20260826,leap_mid-rep07,7,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep07__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep07__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep08__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,2052201255048234524,20260826,leap_mid-rep08,8,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep08__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep08__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep09__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,18031573419850011,20260826,leap_mid-rep09,9,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep09__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep09__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep10__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,2497671261502609080,20260826,leap_mid-rep10,10,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep10__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep10__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep11__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,8511968478688149656,20260826,leap_mid-rep11,11,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep11__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep11__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep12__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,7082605282673050660,20260826,leap_mid-rep12,12,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep12__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep12__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep13__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,3958066330995423265,20260826,leap_mid-rep13,13,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep13__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep13__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep14__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,6165008250627087398,20260826,leap_mid-rep14,14,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep14__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep14__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep15__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,4294725485225397563,20260826,leap_mid-rep15,15,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep15__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep15__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep16__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,5551065149592939634,20260826,leap_mid-rep16,16,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep16__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep16__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep17__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,2034849506448080847,20260826,leap_mid-rep17,17,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep17__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep17__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep18__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,866933276034049864,20260826,leap_mid-rep18,18,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep18__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep18__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep19__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,4867219448639538577,20260826,leap_mid-rep19,19,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep19__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep19__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep20__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,8156917838099180477,20260826,leap_mid-rep20,20,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep20__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep20__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep21__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,5576004821123454817,20260826,leap_mid-rep21,21,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep21__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep21__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep22__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,3423820341250575909,20260826,leap_mid-rep22,22,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep22__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep22__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep23__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,5678382427858066126,20260826,leap_mid-rep23,23,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep23__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep23__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep24__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,1750205496764279168,20260826,leap_mid-rep24,24,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep24__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep24__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep25__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,3706644063370856697,20260826,leap_mid-rep25,25,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep25__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep25__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep26__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,3084386866271716384,20260826,leap_mid-rep26,26,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep26__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep26__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep27__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,5246725072838463884,20260826,leap_mid-rep27,27,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep27__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep27__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep28__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,6054193730625187336,20260826,leap_mid-rep28,28,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep28__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep28__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep29__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,7002396931331148579,20260826,leap_mid-rep29,29,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep29__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep29__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep30__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,5432625876048006785,20260826,leap_mid-rep30,30,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep30__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep30__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep31__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,4754256688574574617,20260826,leap_mid-rep31,31,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep31__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep31__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep32__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,6935901481970866161,20260826,leap_mid-rep32,32,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep32__t-pizzicato__d-mf__p-constant.mid,data/model_audio/leap_mid-rep32__t-pizzicato__d-mf__p-constant.wav,planned
leap_mid-rep01__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,1696578163170386211,20260826,leap_mid-rep01,1,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep01__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep01__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep02__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,776862462066941249,20260826,leap_mid-rep02,2,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep02__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep02__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep03__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,390391478077538168,20260826,leap_mid-rep03,3,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep03__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep03__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep04__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,5802396823081732346,20260826,leap_mid-rep04,4,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep04__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep04__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep05__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,2404699414586191264,20260826,leap_mid-rep05,5,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep05__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep05__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep06__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,3796454776782503957,20260826,leap_mid-rep06,6,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep06__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep06__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep07__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,6444367608748891116,20260826,leap_mid-rep07,7,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep07__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep07__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep08__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,2052201255048234524,20260826,leap_mid-rep08,8,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep08__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep08__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep09__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,18031573419850011,20260826,leap_mid-rep09,9,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep09__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep09__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep10__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,2497671261502609080,20260826,leap_mid-rep10,10,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep10__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep10__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep11__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,8511968478688149656,20260826,leap_mid-rep11,11,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep11__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep11__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep12__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,7082605282673050660,20260826,leap_mid-rep12,12,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep12__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep12__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep13__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,3958066330995423265,20260826,leap_mid-rep13,13,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep13__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep13__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep14__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,6165008250627087398,20260826,leap_mid-rep14,14,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep14__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep14__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep15__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,4294725485225397563,20260826,leap_mid-rep15,15,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep15__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep15__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep16__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,5551065149592939634,20260826,leap_mid-rep16,16,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep16__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep16__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep17__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,2034849506448080847,20260826,leap_mid-rep17,17,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep17__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep17__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep18__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,866933276034049864,20260826,leap_mid-rep18,18,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep18__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep18__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep19__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,4867219448639538577,20260826,leap_mid-rep19,19,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep19__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep19__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep20__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,8156917838099180477,20260826,leap_mid-rep20,20,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep20__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep20__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep21__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,5576004821123454817,20260826,leap_mid-rep21,21,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep21__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep21__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep22__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,3423820341250575909,20260826,leap_mid-rep22,22,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep22__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep22__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep23__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,5678382427858066126,20260826,leap_mid-rep23,23,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep23__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep23__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep24__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,1750205496764279168,20260826,leap_mid-rep24,24,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep24__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep24__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep25__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,3706644063370856697,20260826,leap_mid-rep25,25,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep25__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep25__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep26__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,3084386866271716384,20260826,leap_mid-rep26,26,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep26__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep26__t-pizzicato__d-f__p-constant.wav,planned
leap_mid-rep27__t-pizzicato__d-f__p-constant,model,VIOLET,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,5246725072838463884,20260826,leap_mid-rep27,27,1.0,1.0,30,,False,0.75,data/midi/full/model/leap_mid-rep27__t-pizzicato__d-f__p-constant.mid,data/model_audio/leap_mid-rep27__t-pizzicato__d-f__p-constant.wav,planned
